T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     257.359                 128.787               
200     233.663                 128.415               
250     231.402                 128.027               
298.15  230.901                 127.612               
300     230.902                 127.596               
350     231.278                 127.147               
400     232.125                 126.696               
450     233.233                 126.246               
500     234.486                 125.798               
600     237.182                 124.898               
700     239.931                 123.977               
800     242.622                 123.016               
900     245.211                 121.997               
1000    247.684                 120.914               
1100    250.038                 119.758               
1200    252.276                 118.517               
1300    254.407                 117.184               
1400    256.436                 115.748               
1500    258.371                 114.208               
1600    260.219                 112.565               
1700    261.987                 110.808               
1800    263.681                 108.933               
1900    265.306                 106.930               
2000    266.867                 104.792               
2100    268.370                 102.508               
2200    269.818                 77.190                
2300    271.215                 74.457                
2400    272.564                 71.727                
2500    273.870                 69.003                
2600    275.134                 66.286                
2700    276.359                 63.578                
2800    277.549                 60.881                
2900    278.704                 58.197                
3000    279.828                 55.527                
3100    280.921                 52.872                
3200    281.986                 50.236                
3300    283.025                 47.618                
3400    284.038                 45.020                
3500    285.028                 42.443                
3600    285.995                 39.889                
3700    286.941                 -409.450              
3800    287.867                 -410.271              
3900    288.773                 -411.119              
4000    289.661                 -411.995              
4100    290.532                 -412.900              
4200    291.386                 -413.834              
4300    292.224                 -414.799              
4400    293.047                 -415.795              
4500    293.855                 -416.823              
4600    294.650                 -417.886              
4700    295.431                 -418.982              
4800    296.199                 -420.115              
4900    296.955                 -421.286              
5000    297.699                 -422.495              
5100    298.432                 -423.745              
5200    299.153                 -425.036              
5300    299.865                 -426.371              
5400    300.565                 -427.752              
5500    301.256                 -429.180              
5600    301.938                 -430.658              
5700    302.610                 -432.187              
5800    303.273                 -433.769              
5900    303.927                 -435.406              
6000    304.573                 -437.102              
