T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  83.233                  -336.743              
300     83.234                  -336.740              
400     84.888                  -336.459              
500     88.097                  -336.056              
600     91.771                  -335.595              
700     95.523                  -335.099              
800     99.203                  -334.573              
900     102.754                 -334.017              
1000    106.156                 -333.430              
1100    109.408                 -332.810              
1200    112.516                 -332.156              
1300    115.488                 -331.464              
1400    118.334                 -330.734              
1500    121.063                 -329.970              
1600    123.699                 -328.560              
1700    126.255                 -327.221              
1800    128.732                 -325.959              
1900    131.132                 -324.779              
2000    133.458                 -323.687              
2100    135.711                 -322.689              
2200    137.895                 -321.789              
2300    140.014                 320.997               
2400    142.070                 -320.321              
2500    144.066                 -319.778              
2600    146.004                 -319.389              
2700    147.889                 -319.195              
2800    149.722                 -345.607              
2900    151.506                 -344.657              
3000    153.244                 -343.717              
