T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     130.106                 -841.044              
200     82.212                  -842.841              
298.15  75.912                  -842.909              
300     75.914                  -842.900              
400     78.904                  -842.022              
500     84.825                  -840.563              
600     91.736                  -838.758              
700     98.894                  -836.769              
800     105.983                 -834.694              
900     112.864                 -832.582              
1000    119.480                 -830.431              
1100    125.879                 -826.958              
1200    132.025                 -825.128              
1300    137.871                 -823.230              
1400    143.444                 -821.261              
1500    148.769                 -819.216              
1600    153.868                 -817.094              
1700    158.761                 -814.892              
1800    164.763                 -737.980              
1900    171.508                 -733.562              
2000    177.926                 -729.227              
2100    184.046                 -724.975              
2200    189.895                 -720.807              
2300    195.496                 -716.722              
2400    200.870                 -712.720              
2500    206.033                 -708.802              
2600    211.002                 -704.962              
2700    215.790                 -701.227              
2800    220.411                 -697.633              
2900    224.876                 -694.216              
3000    229.194                 -691.004              
