T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  150.206                 -259.408              
300     150.207                 -259.381              
400     153.915                 -274.112              
500     160.942                 -315.389              
600     168.841                 -312.211              
700     176.794                 -309.043              
800     184.504                 305.897               
900     191.870                 -302.735              
1000    198.869                 -299.625              
1100    205.505                 -296.592              
1200    211.798                 -297.326              
1300    217.774                 -293.868              
1400    223.458                 -290.405              
1500    228.875                 -286.955              
