T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     374.168                 -95.995               
200     317.054                 -96.436               
250     311.152                 -96.270               
298.15  309.809                 -95.981               
300     309.811                 -95.968               
350     310.846                 -95.577               
400     313.200                 -95.131               
450     316.305                 -94.654               
500     319.840                 -94.165               
600     327.500                 -93.182               
700     335.352                 -92.223               
800     343.061                 -91.300               
900     350.492                 -90.415               
1000    357.595                 -89.566               
1100    364.361                 -88.751               
1200    370.798                 -87.969               
1300    376.923                 -87.219               
1400    382.757                 -86.498               
1500    388.320                 -85.806               
1600    393.632                 -85.142               
1700    398.712                 -84.508               
1800    403.577                 -83.902               
1900    408.243                 -83.326               
2000    412.725                 -82.781               
2100    417.035                 -82.270               
2200    421.186                 -81.793               
2300    425.188                 -81.354               
2400    429.051                 -80.954               
2500    432.784                 -80.597               
2600    436.396                 -80.285               
2700    439.893                 -80.019               
2800    443.283                 -79.802               
2900    446.572                 -79.633               
3000    449.765                 -79.514               
3100    452.869                 -79.444               
3200    455.886                 -79.422               
3300    458.823                 -79.446               
3400    461.684                 -79.513               
3500    464.471                 -79.621               
3600    467.189                 -79.766               
3700    469.841                 -79.943               
3800    472.431                 -80.148               
3900    474.960                 -80.377               
4000    477.432                 -80.623               
4100    479.849                 -80.883               
4200    482.214                 -81.150               
4300    484.528                 -81.419               
4400    486.795                 -81.686               
4500    489.015                 -81.946               
4600    491.191                 -82.193               
4700    493.324                 -82.423               
4800    495.416                 -82.632               
4900    497.468                 -82.815               
5000    499.483                 -82.971               
5100    501.460                 -83.094               
5200    503.403                 -83.181               
5300    505.311                 -83.231               
5400    507.187                 -83.241               
5500    509.030                 -83.209               
5600    510.843                 -83.132               
5700    512.626                 -83.010               
5800    514.380                 -82.841               
5900    516.106                 -82.624               
6000    517.806                 -82.358               
