T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     312.100                 -963.409              
200     275.855                 -965.111              
250     272.106                 -965.867              
298.15  271.247                 -966.504              
300     271.248                 -966.527              
350     271.919                 -967.092              
400     273.457                 -967.574              
450     275.506                 -967.983              
500     277.858                 -968.334              
600     283.019                 -968.904              
700     288.384                 -969.352              
800     293.715                 -969.730              
900     298.905                 -970.069              
1000    303.908                 -970.393              
1100    308.708                 -970.717              
1200    313.303                 -971.052              
1300    317.699                 -971.409              
1400    321.905                 -971.795              
1500    325.932                 -972.216              
1600    329.792                 -972.677              
1700    333.495                 -1023.358             
1800    337.052                 -1023.677             
1900    340.472                 -1024.000             
2000    343.764                 -1024.326             
2100    346.938                 -1024.656             
2200    349.999                 -1024.986             
2300    352.957                 -1025.315             
2400    355.817                 -1025.641             
2500    358.584                 -1025.960             
2600    361.266                 -1026.270             
2700    363.866                 -1026.568             
2800    366.389                 -1026.851             
2900    368.839                 -1027.116             
3000    371.221                 -1027.362             
3100    373.538                 -1027.586             
3200    375.793                 -1027.786             
3300    377.990                 -1027.961             
3400    380.131                 -1028.110             
3500    382.219                 -1028.230             
3600    384.257                 -1412.475             
3700    386.246                 -1412.124             
3800    388.190                 -1411.746             
3900    390.090                 -1411.340             
4000    391.948                 -1410.905             
4100    393.766                 -1410.441             
4200    395.545                 -1409.949             
4300    397.288                 -1409.429             
4400    398.995                 -1408.880             
4500    400.668                 -1408.304             
4600    402.308                 -1407.700             
4700    403.917                 -1407.071             
4800    405.495                 -1406.416             
4900    407.044                 -1405.736             
5000    408.566                 -1405.033             
5100    410.060                 -1404.308             
5200    411.527                 -1403.561             
5300    412.970                 -1402.794             
5400    414.388                 -1402.008             
5500    415.782                 -1401.205             
5600    417.154                 -1400.385             
5700    418.503                 -1399.551             
5800    419.831                 -1398.704             
5900    421.138                 -1397.846             
6000    422.425                 -1396.976             
