T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     125.871                 -437.610              
200     87.169                  -437.221              
298.15  82.554                  -436.684              
300     82.555                  -436.675              
400     84.592                  -438.662              
500     88.494                  -438.160              
600     92.931                  -437.462              
700     97.447                  -436.580              
800     101.873                 -435.508              
900     106.152                 -434.210              
1000    110.276                 -432.610              
1100    115.547                 -483.102              
1200    121.417                 -479.702              
1300    126.856                 -476.307              
1400    131.922                 -472.917              
1500    136.664                 -469.533              
1600    141.121                 -466.154              
1700    145.323                 -462.781              
1800    149.299                 -459.415              
1900    153.072                 -456.058              
2000    156.662                 -452.711              
