T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     532.198                 -606.311              
200     428.595                 -604.533              
298.15  415.507                 -601.576              
300     415.510                 -601.519              
400     421.524                 -598.734              
500     433.204                 -596.716              
600     446.600                 -595.585              
700     460.306                 -594.943              
800     473.772                 -594.376              
900     486.781                 -594.059              
1000    499.253                 -593.948              
1100    511.174                 -594.007              
1200    522.558                 -594.219              
1300    533.431                 -594.575              
1400    543.822                 -595.076              
1500    553.765                 -595.721              
1600    563.289                 -596.514              
1700    572.425                 -597.462              
1800    581.199                 -615.719              
1900    589.637                 -616.893              
2000    597.762                 -618.127              
2100    605.594                 -619.424              
2200    613.153                 -620.783              
2300    620.456                 -622.208              
2400    627.520                 -623.699              
2500    634.359                 -625.257              
2600    640.986                 -626.882              
2700    647.415                 -628.575              
2800    653.655                 -630.336              
2900    659.718                 -632.164              
3000    665.613                 -634.059              
3100    671.349                 -636.021              
3200    676.934                 -1014.883             
3300    682.376                 -1015.322             
3400    687.682                 -1015.825             
3500    692.858                 -1016.390             
3600    697.911                 -1017.019             
3700    702.846                 -1017.711             
3800    707.668                 -1018.466             
3900    712.383                 -1019.284             
4000    716.995                 -1020.166             
4100    721.509                 -1021.112             
4200    725.928                 -1022.122             
4300    730.257                 -1023.197             
4400    734.499                 -1024.338             
4500    738.657                 -1025.546             
4600    742.735                 -1026.822             
4700    746.735                 -1028.167             
4800    750.661                 -1029.583             
4900    754.516                 -1031.071             
5000    758.301                 -1032.634             
5100    762.019                 -1034.273             
5200    765.673                 -1035.991             
5300    769.265                 -1037.789             
5400    772.797                 -1039.673             
5500    776.271                 -1041.642             
5600    779.688                 -1043.702             
5700    783.051                 -1045.855             
5800    786.361                 -1048.103             
5900    789.620                 -1050.452             
6000    792.829                 -1052.904             
