T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     432.828                 -763.094              
200     363.378                 -763.321              
250     356.444                 -763.265              
298.15  354.889                 -763.162              
300     354.891                 -763.157              
350     356.068                 -763.022              
400     358.712                 -762.875              
450     362.167                 -762.724              
500     366.065                 -762.574              
600     374.417                 -762.288              
700     382.880                 -762.026              
800     391.114                 -761.781              
900     398.994                 -761.591              
1000    406.482                 -761.528              
1100    413.581                 -761.659              
1200    420.307                 -765.972              
1300    426.687                 -765.777              
1400    432.745                 -765.666              
1500    438.507                 -765.655              
1600    443.997                 -765.758              
1700    449.237                 -765.990              
1800    454.246                 -766.366              
1900    459.043                 -766.900              
2000    463.644                 -782.294              
2100    468.063                 -783.940              
2200    472.314                 -785.606              
2300    476.409                 -787.297              
2400    480.357                 -789.015              
2500    484.170                 -790.762              
2600    487.855                 -792.542              
2700    491.421                 -794.357              
2800    494.875                 -796.208              
2900    498.224                 -798.097              
3000    501.474                 -800.024              
3100    504.630                 -801.988              
3200    507.697                 -803.989              
3300    510.681                 -806.025              
3400    513.586                 -808.093              
3500    516.415                 -810.191              
3600    519.173                 -812.315              
3700    521.863                 -1223.559             
3800    524.488                 -1224.487             
3900    527.051                 -1225.483             
4000    529.556                 -1226.541             
4100    532.004                 -1227.654             
4200    534.398                 -1228.815             
4300    536.741                 -1230.017             
4400    539.034                 -1231.253             
4500    541.280                 -1232.517             
4600    543.481                 -1233.802             
4700    545.638                 -1235.101             
4800    547.752                 -1236.408             
4900    549.827                 -1237.718             
5000    551.863                 -1239.024             
5100    553.861                 -1240.322             
5200    555.823                 -1241.605             
5300    557.750                 -1242.871             
5400    559.643                 -1244.113             
5500    561.504                 -1245.329             
5600    563.334                 -1246.515             
5700    565.134                 -1247.666             
5800    566.904                 -1248.781             
5900    568.645                 -1249.857             
6000    570.359                 -1250.891             
