T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  55.083                  -553.247              
300     55.084                  -553.265              
400     57.344                  -553.999              
500     61.896                  -560.704              
600     67.256                  -561.069              
700     73.134                  -558.505              
800     79.342                  -555.924              
900     85.569                  -553.368              
1000    91.668                  -550.829              
1100    97.573                  -548.304              
1200    103.255                 -545.789              
1300    108.708                 -543.284              
1400    113.934                 -540.781              
1500    118.942                 -538.275              
1600    123.742                 -535.766              
1700    128.347                 -823.725              
1800    132.769                 -819.702              
1900    137.019                 815.694               
2000    141.109                 -811.701              
2100    145.048                 -807.725              
2200    148.847                 -803.768              
2300    152.513                 -799.832              
2400    156.056                 -795.919              
2500    159.483                 -792.033              
2600    162.801                 -788.175              
2700    166.017                 -784.350              
2800    169.135                 -780.559              
2900    172.162                 -776.807              
3000    175.103                 -773.096              
3100    177.962                 -769.429              
3200    180.744                 -765.809              
3300    183.452                 -762.239              
3400    186.090                 -758.722              
3500    188.662                 -755.261              
3600    191.171                 -751.859              
3700    193.619                 -748.518              
3800    196.011                 -745.240              
3900    198.347                 -742.029              
4000    200.631                 -738.888              
