T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     317.566                 -1438.791             
200     223.551                 -1441.328             
298.15  211.878                 -1442.643             
300     211.880                 -1442.663             
400     217.391                 -1449.401             
500     228.298                 -1449.910             
600     241.069                 -1448.986             
700     254.416                 -1446.621             
800     267.877                 -1442.424             
900     281.293                 -1489.626             
1000    294.750                 -1613.897             
1100    307.731                 -1606.752             
1200    320.138                 -1598.155             
1300    332.548                 -1553.113             
1400    345.923                 -1545.751             
1500    358.500                 -1538.463             
1600    370.367                 -1531.249             
1700    381.598                 -1524.110             
1800    392.257                 -1517.048             
1900    402.399                 -1510.069             
2000    412.070                 -1503.179             
2100    421.313                 -1496.384             
2200    430.163                 -1489.693             
2300    438.653                 -1483.114             
2400    446.809                 -1476.658             
2500    454.657                 -1470.335             
2600    462.220                 -1464.154             
2700    469.517                 -1458.128             
2800    476.567                 -1452.266             
2900    483.384                 -1446.581             
3000    489.985                 -1441.084             
