T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     134.693                 -672.334              
200     87.999                  -672.454              
298.15  82.026                  -671.532              
300     82.028                  -671.508              
400     84.831                  -670.016              
500     90.315                  -668.372              
600     96.613                  -666.746              
700     103.041                 -665.190              
800     109.331                 -664.152              
900     115.378                 -662.824              
1000    121.145                 -661.698              
1100    126.631                 -660.813              
1200    131.844                 -660.208              
1300    136.801                 -660.032              
1400    141.519                 -660.415              
1500    148.862                 -599.094              
1600    155.724                 -596.356              
1700    162.163                 -593.537              
1800    168.228                 -606.999              
1900    173.961                 -604.461              
2000    179.396                 -601.932              
2100    184.563                 -599.409              
2200    189.487                 -596.889              
2300    194.189                 -594.367              
2400    198.688                 -591.840              
2500    203.003                 -589.305              
2600    207.146                 -586.757              
2700    211.131                 -584.194              
2800    214.971                 -581.612              
2900    218.674                 -579.007              
3000    222.250                 -576.379              
