T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  226.308                 -138.072              
300     226.309                 -138.126              
350     226.748                 -141.987              
400     227.729                 -143.533              
450     229.003                 -145.052              
500     230.433                 -146.552              
600     233.483                 -149.517              
700     236.558                 -152.460              
800     239.539                 -155.405              
900     242.385                 -158.375              
1000    245.085                 -161.388              
1100    247.641                 -243.418              
1200    250.062                 -245.516              
1300    252.357                 -247.620              
1400    254.535                 -249.728              
1500    256.608                 -251.841              
1600    258.582                 -253.957              
1700    260.467                 -256.076              
1800    262.270                 -258.201              
1900    263.998                 -260.331              
2000    265.655                 -262.469              
2100    267.248                 -264.615              
2200    268.782                 -266.772              
2300    270.260                 -268.942              
2400    271.686                 -271.128              
2500    273.065                 -273.331              
2600    274.398                 -275.554              
2700    275.689                 -277.800              
2800    276.941                 -280.071              
2900    278.156                 -282.372              
3000    279.336                 -284.704              
3100    280.482                 -287.071              
3200    281.598                 -289.477              
3300    282.685                 -291.915              
3400    283.743                 -294.403              
3500    284.775                 -296.938              
3600    285.782                 -299.527              
3700    286.765                 -302.172              
3800    287.726                 -304.877              
3900    288.665                 -307.648              
4000    289.583                 -310.481              
4100    290.481                 -313.389              
4200    291.361                 -316.378              
4300    292.222                 -319.451              
4400    293.067                 -322.334              
4500    293.894                 -325.517              
4600    294.706                 -328.784              
4700    295.503                 -332.118              
4800    296.284                 -335.432              
4900    297.052                 -338.938              
5000    297.806                 -342.534              
5100    298.547                 -346.222              
5200    299.276                 -350.002              
5300    299.992                 -353.875              
5400    300.696                 -357.842              
5500    301.389                 -361.902              
5600    302.071                 -366.054              
5700    302.743                 -369.954              
5800    303.404                 -374.245              
5900    304.056                 -378.622              
6000    304.698                 -383.082              
