T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     63.003                  0.                    
200     43.756                  0.                    
250     41.886                  0.                    
298.15  41.471                  0.                    
300     41.472                  0.                    
350     41.781                  0.                    
400     42.471                  0.                    
450     43.368                  0.                    
500     44.376                  0.                    
600     46.530                  0.                    
700     48.709                  0.                    
800     50.831                  0.                    
900     52.864                  0.                    
1000    54.798                  0.                    
1100    56.635                  0.                    
1200    58.380                  0.                    
1300    60.041                  0.                    
1400    61.624                  0.                    
1500    63.135                  0.                    
1600    64.579                  0.                    
1700    65.962                  0.                    
1800    67.288                  0.                    
1900    68.563                  0.                    
2000    69.791                  0.                    
2100    70.976                  0.                    
2200    72.122                  0.                    
2300    73.233                  0.                    
2400    74.310                  0.                    
2500    75.357                  0.                    
2600    76.376                  0.                    
2700    77.369                  0.                    
2800    78.339                  0.                    
2900    79.287                  0.                    
3000    80.216                  0.                    
3100    81.128                  0.                    
3200    82.024                  0.                    
3300    83.049                  0.                    
3400    84.243                  0.                    
3500    85.404                  0.                    
3600    86.534                  0.                    
3700    87.634                  0.                    
3800    88.706                  0.                    
3900    89.751                  0.                    
4000    90.770                  0.                    
4100    91.766                  0.                    
4200    92.738                  0.                    
4300    93.688                  0.                    
4400    94.618                  0.                    
4500    95.527                  0.                    
4600    96.416                  0.                    
4700    97.288                  0.                    
4800    98.141                  0.                    
4900    98.978                  0.                    
5000    99.798                  0.                    
5200    101.391                 0.                    
5400    102.926                 0.                    
5600    104.407                 0.                    
5800    106.320                 0.                    
6000    111.950                 0.                    
