T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     242.380                 449.549               
200     218.963                 449.872               
250     216.745                 449.951               
298.15  216.255                 449.893               
300     216.256                 449.888               
350     216.622                 448.992               
400     217.444                 448.666               
450     218.516                 448.295               
500     219.728                 447.885               
600     222.336                 446.967               
700     224.997                 445.946               
800     227.606                 444.849               
900     230.120                 443.695               
1000    232.526                 442.496               
1100    234.819                 441.261               
1200    237.003                 376.424               
1300    239.085                 375.909               
1400    241.070                 375.367               
1500    242.965                 374.803               
1600    244.777                 374.218               
1700    246.511                 373.614               
1800    248.174                 372.994               
1900    249.771                 372.357               
2000    251.306                 371.706               
2100    252.784                 371.041               
2200    254.209                 370.362               
2300    255.583                 369.671               
2400    256.912                 368.967               
2500    258.196                 368.252               
2600    259.440                 367.525               
2700    260.645                 366.786               
2800    261.814                 366.037               
2900    262.949                 365.277               
3000    264.052                 364.506               
3100    265.124                 363.725               
3200    266.168                 362.933               
3300    267.184                 362.131               
3400    268.174                 361.319               
3500    269.140                 360.497               
3600    270.082                 359.666               
3700    271.001                 358.824               
3800    271.900                 357.973               
3900    272.778                 357.112               
4000    273.636                 356.241               
4100    274.476                 355.360               
4200    275.299                 354.471               
4300    276.104                 353.571               
4400    276.892                 352.662               
4500    277.665                 351.744               
4600    278.423                 350.816               
4700    279.167                 349.879               
4800    279.896                 348.933               
4900    280.612                 347.977               
5000    281.315                 347.012               
5100    282.006                 346.038               
5200    282.684                 345.054               
5300    283.351                 344.061               
5400    284.007                 343.059               
5500    284.652                 342.048               
5600    285.286                 341.028               
5700    285.910                 339.998               
5800    286.524                 338.959               
5900    287.129                 337.911               
6000    287.724                 336.854               
