T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  284.868                 -569.405              
300     284.872                 -569.267              
400     292.749                 -562.057              
500     307.625                 -555.202              
600     324.281                 548.573               
700     340.983                 -542.106              
800     357.108                 -535.767              
900     372.446                 -529.533              
1000    386.953                 -523.394              
1100    400.651                 -517.340              
1200    413.589                 -511.367              
1300    425.826                 -505.470              
1400    437.419                 -499.649              
1500    448.424                 -493.901              
