T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     167.128                 147.337               
200     150.549                 147.409               
250     148.990                 147.277               
298.15  148.648                 147.100               
300     148.648                 147.092               
350     148.901                 146.870               
400     149.463                 146.616               
450     150.190                 146.335               
500     151.003                 146.028               
600     152.727                 145.339               
700     154.455                 144.546               
800     156.124                 143.636               
900     157.712                 142.596               
1000    159.213                 132.819               
1100    160.631                 131.466               
1200    161.970                 130.114               
1300    163.237                 128.762               
1400    164.437                 0.                    
1500    165.575                 0.                    
1600    166.659                 0.                    
1700    167.691                 0.                    
1800    168.677                 0.                    
1900    169.619                 0.                    
2000    170.522                 0.                    
2100    171.389                 0.                    
2200    172.222                 0.                    
2300    173.023                 0.                    
2400    173.796                 0.                    
2500    174.541                 0.                    
2600    175.261                 0.                    
2700    175.958                 0.                    
2800    176.632                 0.                    
2900    177.285                 0.                    
3000    177.920                 0.                    
3100    178.535                 0.                    
3200    179.134                 0.                    
3300    179.716                 0.                    
3400    180.283                 0.                    
3500    180.836                 0.                    
3600    181.375                 0.                    
3700    181.901                 0.                    
3800    182.415                 0.                    
3900    182.918                 0.                    
4000    183.409                 0.                    
4100    183.891                 0.                    
4200    184.363                 0.                    
4300    184.825                 0.                    
4400    185.279                 0.                    
4500    185.725                 0.                    
4600    186.164                 0.                    
4700    186.594                 0.                    
4800    187.018                 0.                    
4900    187.436                 0.                    
5000    187.847                 0.                    
5100    188.253                 0.                    
5200    188.653                 0.                    
5300    189.048                 0.                    
5400    189.437                 0.                    
5500    189.823                 0.                    
5600    190.204                 0.                    
5700    190.580                 0.                    
5800    190.953                 0.                    
5900    191.322                 0.                    
6000    191.688                 0.                    
