T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     296.659                 -303.347              
200     264.059                 -304.352              
250     260.864                 -304.913              
298.15  260.148                 -305.432              
300     260.149                 -305.451              
350     260.695                 -305.956              
400     261.929                 -306.429              
450     263.553                 -306.878              
500     265.400                 -307.311              
600     269.402                 -308.156              
700     273.509                 -309.001              
800     277.548                 -309.854              
900     281.448                 -310.761              
1000    285.183                 -311.795              
1100    288.747                 -313.024              
1200    292.142                 -318.438              
1300    295.377                 -319.344              
1400    298.462                 -320.337              
1500    301.406                 -321.431              
1600    304.220                 -322.641              
1700    306.914                 -323.980              
1800    309.496                 -325.465              
1900    311.973                 -327.108              
2000    314.355                 -343.612              
2100    316.646                 -346.363              
2200    318.854                 -349.130              
2300    320.985                 -351.915              
2400    323.042                 -354.716              
2500    325.031                 -357.534              
2600    326.956                 -360.368              
2700    328.820                 -363.217              
2800    330.629                 -366.081              
2900    332.384                 -368.959              
3000    334.088                 -371.849              
3100    335.746                 -374.750              
3200    337.358                 -377.661              
3300    338.928                 -380.580              
3400    340.458                 -383.505              
3500    341.949                 -386.437              
3600    343.404                 -389.371              
3700    344.825                 -801.407              
3800    346.213                 -803.110              
3900    347.569                 -804.869              
4000    348.895                 -806.679              
4100    350.193                 -808.539              
4200    351.464                 -810.446              
4300    352.709                 -812.397              
4400    353.928                 -814.390              
4500    355.124                 -816.421              
4600    356.297                 -818.489              
4700    357.448                 -820.591              
4800    358.578                 -822.725              
4900    359.687                 -824.889              
5000    360.777                 -827.081              
5100    361.849                 -829.299              
5200    362.902                 -831.542              
5300    363.938                 -833.807              
5400    364.957                 -836.095              
5500    365.960                 -838.403              
5600    366.947                 -840.731              
5700    367.920                 -843.079              
5800    368.877                 -845.444              
5900    369.821                 -847.828              
6000    370.751                 -850.230              
