T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     138.595                 -1568.037             
200     82.308                  -1571.507             
298.15  74.559                  -1572.556             
300     74.561                  -1572.560             
400     78.355                  -1572.255             
500     85.906                  -1571.304             
600     94.722                  -1570.043             
700     103.847                 -1568.636             
800     112.880                 -1567.162             
900     121.650                 -1565.714             
1000    130.089                 -1572.993             
1100    138.177                 -1571.915             
1200    145.915                 -1574.903             
1300    153.319                 -1573.268             
1400    160.408                 -1699.017             
1500    167.202                 -1695.995             
1600    173.721                 -1692.979             
1700    179.985                 -1689.982             
1800    186.012                 -1687.017             
1900    191.820                 -1684.097             
2000    197.425                 1695.921              
2100    202.840                 -1693.874             
2200    208.078                 -1691.721             
2300    213.153                 -1689.459             
2400    218.074                 -1687.086             
2500    222.853                 -1684.598             
2600    227.497                 -1681.989             
2700    232.016                 -1679.257             
2800    236.417                 -1676.398             
2900    240.708                 -1673.405             
3000    244.894                 -1670.277             
