T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  314.903                 -5299.312             
300     314.908                 -5299.391             
400     326.143                 -5301.355             
500     349.073                 -5300.266             
600     376.328                 -5297.720             
700     404.873                 -5294.599             
800     433.367                 -5291.446             
900     461.203                 -5288.643             
1000    488.114                 -5349.998             
1100    514.002                 -5346.498             
1200    538.851                 -5342.649             
1300    562.687                 -5338.496             
1400    585.555                 -5334.063             
1500    607.787                 -5317.538             
1600    629.614                 -5315.768             
1700    650.965                 -5299.273             
1800    671.805                 -5282.920             
1900    692.116                 -5266.706             
2000    711.894                 -5250.630             
2100    731.144                 -5234.689             
2200    749.876                 5218.884              
2300    768.104                 -5203.212             
2400    785.844                 -5187.674             
2500    803.113                 -5172.266             
2600    819.930                 -5156.987             
2700    836.312                 -5141.834             
2800    852.277                 -7181.169             
2900    867.841                 -7158.624             
3000    883.022                 -7136.183             
3100    897.836                 -7113.842             
3200    912.297                 -7091.601             
3300    926.421                 -7069.458             
3400    940.221                 -7047.412             
3500    953.711                 -7025.465             
3600    966.904                 -7003.614             
3700    979.810                 -6981.861             
3800    992.442                 -6960.207             
3900    1004.810                -6938.652             
4000    1016.924                -6917.201             
