T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  218.956                 -186.590              
300     218.957                 -186.637              
350     219.367                 -187.945              
400     220.287                 -191.501              
450     221.489                 -193.542              
500     222.844                 -195.653              
600     225.748                 -199.443              
700     228.692                 -202.985              
800     231.558                 -206.386              
900     234.304                 -262.830              
1000    236.915                 -264.871              
1100    239.393                 -266.925              
1200    241.744                 -268.995              
1300    243.975                 -271.079              
1400    246.095                 -273.179              
1500    248.114                 -275.294              
1600    250.040                 -277.423              
1700    251.879                 -279.567              
1800    253.638                 -281.724              
1900    255.325                 -283.891              
2000    256.944                 -286.067              
2100    258.501                 -288.250              
2200    259.999                 -290.436              
2300    261.444                 -292.623              
2400    262.839                 -294.807              
2500    264.186                 -296.987              
2600    265.490                 -299.159              
2700    266.753                 -301.319              
2800    267.977                 -303.464              
2900    269.165                 -305.592              
3000    270.319                 -307.701              
3100    271.441                 -309.786              
3200    272.533                 -311.845              
3300    273.597                 -313.877              
3400    274.633                 -315.877              
3500    275.644                 -317.846              
3600    276.631                 -319.779              
3700    277.595                 -321.676              
3800    278.537                 -323.534              
3900    279.459                 -325.352              
4000    280.361                 -327.128              
4100    281.245                 -328.862              
4200    282.111                 -330.550              
4300    282.960                 -332.194              
4400    283.793                 -333.791              
4500    284.611                 -335.340              
4600    285.415                 -336.842              
4700    286.204                 -338.296              
4800    286.980                 -339.701              
4900    287.743                 -341.057              
5000    288.494                 -342.364              
5100    289.234                 -343.622              
5200    289.962                 -344.831              
5300    290.680                 -345.991              
5400    291.388                 -347.104              
5500    292.085                 -348.169              
5600    292.773                 -349.186              
5700    293.452                 -350.158              
5800    294.123                 -351.084              
5900    294.784                 -351.966              
6000    295.438                 -352.804              
