T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     33.062                  -72.437               
200     18.740                  -72.923               
298.15  16.610                  -73.220               
300     16.611                  -73.223               
400     17.765                  -73.284               
500     20.158                  -73.237               
600     23.042                  -73.161               
700     26.098                  -73.082               
800     29.178                  -73.009               
900     32.212                  -72.945               
1000    35.165                  -72.892               
1100    38.022                  -72.851               
1200    40.777                  -72.824               
1300    43.430                  -72.813               
1400    45.984                  -72.821               
1500    48.442                  -72.851               
1600    50.809                  -72.904               
1700    53.090                  -123.160              
1800    55.291                  -123.038              
1900    57.416                  -122.903              
2000    59.469                  -122.757              
2100    61.454                  -122.601              
2200    63.376                  -122.438              
2300    65.239                  -122.267              
2400    67.045                  -122.090              
2500    68.797                  -121.908              
2600    70.500                  -121.722              
2700    72.155                  -121.531              
2800    73.765                  -121.338              
2900    75.332                  -121.142              
3000    76.859                  -120.944              
3100    78.348                  -120.746              
3200    79.799                  -120.546              
3300    81.216                  -120.346              
3400    82.600                  -120.146              
3500    83.951                  -119.946              
3600    85.273                  -503.899              
3700    86.565                  -503.288              
3800    87.830                  -502.679              
3900    89.068                  -502.074              
4000    90.281                  -501.472              
