T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     570.950                 -433.786              
200     475.843                 -432.348              
250     466.563                 -431.794              
298.15  464.503                 -431.370              
300     464.506                 -431.356              
350     466.046                 -431.022              
400     469.488                 -430.794              
450     473.958                 -430.676              
500     478.978                 -430.677              
600     489.674                 -431.040              
700     500.450                 -431.895              
800     510.890                 -433.336              
900     520.849                 -435.607              
1000    530.292                 -439.312              
1100    539.226                 -444.796              
1200    547.683                 -449.159              
1300    555.695                 -450.210              
1400    563.300                 -451.406              
1500    570.532                 -452.747              
1600    577.422                 -454.232              
1700    583.998                 -457.765              
1800    590.288                 -460.217              
1900    596.313                 -491.018              
2000    602.094                 -494.258              
2100    607.650                 -497.494              
2200    612.997                 -500.732              
2300    618.149                 -503.976              
2400    623.121                 -507.232              
2500    627.924                 -510.506              
2600    632.570                 -513.804              
2700    637.067                 -517.129              
2800    641.425                 -520.485              
2900    645.652                 -523.876              
3000    649.755                 -527.304              
3100    653.742                 -530.770              
3200    657.619                 -1230.874             
3300    661.391                 -1230.615             
3400    665.064                 -1230.458             
3500    668.642                 -1230.402             
3600    672.132                 -1230.445             
3700    675.535                 -1230.586             
3800    678.858                 -1230.823             
3900    682.103                 -1231.152             
4000    685.273                 -1231.571             
4100    688.373                 -1232.076             
4200    691.405                 -1232.666             
4300    694.372                 -1233.337             
4400    697.276                 -1234.085             
4500    700.120                 -1234.909             
4600    702.907                 -1235.805             
4700    705.639                 -1236.771             
4800    708.317                 -1237.806             
4900    710.945                 -1238.907             
5000    713.522                 -1240.074             
5100    716.053                 -1241.305             
5200    718.537                 -1242.600             
5300    720.977                 -1243.960             
5400    723.375                 -1245.384             
5500    725.731                 -1246.875             
5600    728.047                 -1248.434             
5700    730.324                 -1250.064             
5800    732.565                 -1251.767             
5900    734.768                 -1253.547             
6000    736.937                 -1255.409             
