T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  166.942                 -2857.672             
300     166.945                 -2857.684             
400     174.039                 -2857.439             
500     188.634                 -2855.586             
600     206.323                 -2852.207             
700     225.282                 -2852.370             
800     244.632                 -2846.584             
900     263.912                 -2839.860             
1000    282.876                 -2832.345             
1100    301.393                 -2824.179             
1200    319.398                 -2815.507             
1300    336.858                 -2806.499             
1400    353.761                 -2797.295             
1500    370.111                 -2787.962             
1600    385.920                 -2778.570             
1700    401.206                 -2769.182             
1800    415.989                 -2759.850             
1900    430.290                 -2750.617             
2000    444.132                 -2741.512             
