T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     449.682                 -1085.784             
200     375.546                 -1090.608             
250     367.897                 -1092.515             
298.15  366.152                 -1094.116             
300     366.154                 -1094.175             
350     367.509                 -1100.439             
400     370.604                 -1104.063             
450     374.713                 -1105.903             
500     379.416                 -1107.600             
600     389.688                 -1110.091             
700     400.317                 -1111.914             
800     410.835                 -1113.351             
900     421.041                 -1167.708             
1000    430.851                 -1167.636             
1100    440.239                 -1325.533             
1200    449.208                 -1323.524             
1300    457.772                 -1321.507             
1400    465.953                 -1319.491             
1500    473.775                 -1317.486             
1600    481.261                 -1315.500             
1700    488.435                 -1313.539             
1800    495.319                 -1311.610             
1900    501.932                 -1309.720             
2000    508.293                 -1307.873             
2100    514.419                 -1306.075             
2200    520.326                 -1304.332             
2300    526.028                 -1302.649             
2400    531.538                 -1301.032             
2500    536.868                 -1299.487             
2600    542.028                 -1298.017             
2700    547.030                 -1296.630             
2800    551.882                 -1295.330             
2900    556.592                 -1294.124             
3000    561.169                 -1293.017             
3100    565.619                 -1292.015             
3200    569.950                 -1291.126             
3300    574.166                 -1290.336             
3400    578.275                 -1289.682             
3500    582.281                 -1289.155             
3600    586.189                 -1288.769             
3700    590.005                 -1288.530             
3800    593.731                 -1288.445             
3900    597.372                 -1288.523             
4000    600.932                 -1288.761             
4100    604.415                 -1289.181             
4200    607.823                 -1289.798             
4300    611.160                 -1290.615             
4400    614.428                 -1291.086             
4500    617.631                 -1292.192             
4600    620.770                 -1293.501             
4700    623.849                 -1294.978             
4800    626.869                 -1296.449             
4900    629.834                 -1298.342             
5000    632.743                 -1300.452             
5100    635.601                 -1302.781             
5200    638.408                 -1305.334             
5300    641.166                 -1308.111             
5400    643.878                 -1311.116             
5500    646.543                 -1314.347             
5600    649.165                 -1317.805             
5700    651.744                 -1320.800             
5800    654.282                 -1324.621             
5900    656.780                 -1328.659             
6000    659.239                 -1332.909             
