T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     267.723                 -195.428              
200     232.739                 -196.824              
250     229.230                 -197.322              
298.15  228.443                 -197.757              
300     228.444                 -197.773              
350     229.039                 -198.232              
400     230.376                 -201.365              
450     232.120                 -201.866              
500     234.087                 -202.326              
600     238.299                 -203.165              
700     242.564                 -203.928              
800     246.715                 -204.642              
900     250.690                 -205.329              
1000    254.473                 -206.008              
1100    258.066                 -206.697              
1200    261.478                 -304.177              
1300    264.723                 -304.014              
1400    267.814                 -303.842              
1500    270.762                 -303.661              
1600    273.579                 -303.474              
1700    276.277                 -303.282              
1800    278.863                 -303.089              
1900    281.348                 -302.895              
2000    283.738                 -302.703              
2100    286.040                 -302.515              
2200    288.260                 -302.332              
2300    290.405                 -302.157              
2400    292.478                 -301.990              
2500    294.485                 -301.834              
2600    296.429                 -301.689              
2700    298.315                 -301.559              
2800    300.146                 -301.444              
2900    301.924                 -301.346              
3000    303.654                 -301.266              
3100    305.336                 -301.207              
3200    306.975                 -301.171              
3300    308.572                 -301.157              
3400    310.129                 -301.170              
3500    311.648                 -301.211              
3600    313.131                 -301.281              
3700    314.580                 -301.383              
3800    315.996                 -301.520              
3900    317.381                 -301.693              
4000    318.735                 -301.905              
4100    320.061                 -302.159              
4200    321.359                 -302.454              
4300    322.631                 -302.798              
4400    323.878                 -303.150              
4500    325.100                 -303.574              
4600    326.298                 -304.058              
4700    327.475                 -304.597              
4800    328.629                 -305.195              
4900    329.762                 -305.853              
5000    330.875                 -306.567              
5100    331.969                 -307.354              
5200    333.044                 -308.209              
5300    334.101                 -309.137              
5400    335.140                 -310.138              
5500    336.162                 -311.217              
5600    337.168                 -312.375              
5700    338.157                 -313.616              
5800    339.132                 -314.940              
5900    340.091                 -316.352              
6000    341.036                 -317.694              
