T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     295.765                 -257.018              
200     259.221                 -258.408              
250     255.588                 -258.906              
298.15  254.778                 -259.408              
300     254.779                 -259.430              
350     255.389                 -262.071              
400     256.756                 -262.572              
450     258.536                 -263.041              
500     260.540                 -263.493              
600     264.820                 -264.372              
700     269.145                 -265.242              
800     273.345                 -266.112              
900     277.364                 -266.981              
1000    281.183                 -334.977              
1100    284.809                 -334.817              
1200    288.249                 -334.648              
1300    291.519                 -334.470              
1400    294.632                 -334.285              
1500    297.600                 -334.094              
1600    300.435                 -333.902              
1700    303.149                 -333.711              
1800    305.750                 -333.527              
1900    308.248                 -333.355              
2000    310.651                 -333.199              
2100    312.964                 -333.066              
2200    315.196                 -332.961              
2300    317.350                 -332.892              
2400    319.433                 -332.864              
2500    321.448                 -332.883              
2600    323.401                 -332.958              
2700    325.294                 -333.094              
2800    327.132                 -333.298              
2900    328.917                 -333.577              
3000    330.653                 -333.938              
3100    332.342                 -334.388              
3200    333.986                 -334.934              
3300    335.588                 -335.542              
3400    337.150                 -336.282              
3500    338.674                 -337.133              
3600    340.162                 -338.100              
3700    341.615                 -339.175              
3800    343.035                 -340.373              
3900    344.424                 -341.685              
4000    345.782                 -343.145              
4100    347.112                 -344.739              
4200    348.413                 -346.468              
4300    349.689                 -348.334              
4400    350.938                 -350.045              
4500    352.163                 -351.576              
4600    353.365                 -353.680              
4700    354.544                 -355.897              
4800    355.701                 -358.225              
4900    356.837                 -360.659              
5000    357.953                 -363.196              
5100    359.049                 -365.831              
5200    360.126                 -368.027              
5300    361.185                 -370.775              
5400    362.226                 -373.323              
5500    363.251                 -376.033              
5600    364.258                 -378.946              
5700    365.250                 -381.917              
5800    366.226                 -384.939              
5900    367.187                 -388.007              
6000    368.134                 -391.116              
