T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  197.783                 -2382.307             
300     197.785                 -2382.310             
400     203.819                 -2381.773             
500     215.754                 -2380.411             
600     229.620                 -2378.654             
700     243.931                 -2376.665             
800     258.078                 -2374.486             
900     271.813                 -2372.221             
1000    285.040                 -2378.616             
1100    297.736                 -2376.641             
1200    309.911                 -2382.691             
1300    321.589                 -2379.379             
1400    332.911                 -2499.262             
1500    343.968                 -2490.636             
1600    354.732                 -2482.284             
1700    365.189                 -2474.229             
1800    375.339                 -2466.497             
1900    385.184                 -2459.112             
2000    394.731                 2481.473              
2100    403.992                 -2476.355             
2200    412.975                 -2471.294             
2300    421.694                 -2466.290             
2400    430.159                 -2461.342             
2500    438.383                 -2456.451             
2600    446.375                 -2451.614             
2700    454.148                 -2446.832             
2800    461.710                 -2442.105             
2900    469.073                 -2437.431             
3000    476.245                 -2432.812             
3100    483.235                 -2428.245             
3200    490.052                 -2423.732             
3300    496.702                 -2419.271             
3400    503.195                 -2414.863             
3500    509.535                 -2410.508             
3600    515.731                 -2406.207             
3700    521.788                 -3220.157             
3800    527.711                 -3213.497             
3900    533.507                 -3207.003             
4000    539.181                 -3200.675             
