T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  158.307                 2086.966              
300     158.307                 2087.007              
350     158.578                 2088.122              
400     159.183                 2089.250              
450     159.969                 2090.385              
500     160.851                 2091.524              
600     162.727                 2093.801              
700     164.610                 2096.065              
800     166.427                 2098.312              
900     168.152                 2100.542              
1000    169.779                 2102.754              
1100    171.311                 2104.952              
1200    172.754                 2107.136              
1300    174.115                 2109.309              
1400    175.400                 2111.472              
1500    176.617                 2113.627              
1600    177.772                 2115.774              
1700    178.870                 2117.915              
1800    179.915                 2120.050              
1900    180.913                 2122.180              
2000    181.868                 2124.306              
2100    182.781                 2126.428              
2200    183.658                 2128.546              
2300    184.501                 2130.662              
2400    185.311                 2132.775              
2500    186.092                 2134.885              
2600    186.845                 2136.994              
2700    187.573                 2139.100              
2800    188.276                 2141.205              
2900    188.957                 2143.307              
3000    189.616                 2145.409              
3100    190.256                 2147.509              
3200    190.877                 2149.608              
3300    191.480                 2151.706              
3400    192.066                 2153.802              
3500    192.636                 2155.898              
3600    193.192                 2157.993              
3700    193.733                 2160.087              
3800    194.260                 2162.181              
3900    194.775                 2164.273              
4000    195.277                 2166.365              
4100    195.767                 2168.456              
4200    196.246                 2170.547              
4300    196.715                 2172.637              
4400    197.173                 2174.727              
4500    197.622                 2176.816              
4600    198.061                 2178.905              
4700    198.491                 2180.994              
4800    198.912                 2183.082              
4900    199.325                 2185.169              
5000    199.730                 2187.257              
5100    200.128                 2189.344              
5200    200.518                 2191.430              
5300    200.900                 2193.517              
5400    201.276                 2195.603              
5500    201.646                 2197.689              
5600    202.009                 2199.774              
5700    202.365                 2201.860              
5800    202.716                 2203.945              
5900    203.061                 2206.030              
6000    203.400                 2208.115              
