T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
200     274.669                 -1590.266             
298.15  259.693                 -1585.656             
300     259.696                 -1585.560             
400     266.576                 -1579.792             
500     280.143                 -1572.817             
600     296.044                 -1564.493             
700     312.709                 -1554.721             
800     329.494                 -1543.431             
900     346.125                 -1530.581             
1000    362.482                 -1516.145             
