T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  250.672                 -669.440              
300     250.673                 -669.487              
350     251.347                 -670.781              
400     252.864                 -674.766              
450     254.846                 -676.132              
500     257.081                 -677.468              
600     261.874                 -680.076              
700     266.732                 -682.625              
800     271.460                 -685.141              
900     275.987                 -687.647              
1000    280.291                 -690.166              
1100    284.372                 -692.718              
1200    288.240                 -792.085              
1300    291.910                 -793.833              
1400    295.395                 -795.595              
1500    298.710                 -797.370              
1600    301.869                 -799.158              
1700    304.885                 -800.958              
1800    307.769                 -802.769              
1900    310.530                 -804.590              
2000    313.179                 -806.418              
2100    315.724                 -808.250              
2200    318.172                 -810.085              
2300    320.530                 -811.918              
2400    322.804                 -813.748              
2500    325.000                 -815.571              
2600    327.122                 -817.385              
2700    329.177                 -819.187              
2800    331.166                 -820.976              
2900    333.096                 -822.751              
3000    334.968                 -824.509              
3100    336.786                 -826.251              
3200    338.554                 -827.975              
3300    340.273                 -829.683              
3400    341.947                 -831.374              
3500    343.577                 -833.050              
3600    345.166                 -834.711              
3700    346.716                 -836.360              
3800    348.229                 -837.998              
3900    349.706                 -839.628              
4000    351.150                 -841.252              
4100    352.561                 -842.872              
4200    353.941                 -844.490              
4300    355.291                 -846.112              
4400    356.613                 -847.699              
4500    357.907                 -849.313              
4600    359.176                 -850.946              
4700    360.419                 -852.592              
4800    361.638                 -854.255              
4900    362.834                 -855.937              
5000    364.007                 -857.635              
5100    365.159                 -859.367              
5200    366.290                 -861.128              
5300    367.401                 -862.923              
5400    368.493                 -864.755              
5500    369.565                 -866.628              
5600    370.620                 -868.543              
5700    371.658                 -870.506              
5800    372.678                 -872.517              
5900    373.682                 -874.581              
6000    374.670                 -876.542              
