T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  73.371                  -820.064              
300     73.372                  -820.056              
400     76.287                  -819.221              
500     82.067                  -817.804              
600     88.815                  -816.053              
700     95.805                  -814.124              
800     102.727                 -812.106              
900     109.447                 -810.049              
1000    115.910                 -807.953              
1100    122.101                 -805.849              
1200    128.021                 -803.700              
1300    133.685                 -801.506              
1400    139.107                 -799.266              
1500    144.305                 -796.996              
1600    149.293                 -794.699              
1700    154.088                 -792.364              
1800    158.703                 -789.987              
1900    163.153                 -787.566              
2000    167.448                 -785.101              
2100    171.601                 -782.593              
2200    175.621                 -780.042              
2300    179.517                 -777.448              
2400    183.299                 -774.810              
2500    186.972                 -772.128              
2600    190.545                 -769.399              
2700    194.023                 -766.648              
2800    197.413                 -763.911              
2900    200.718                 -761.226              
3000    203.945                 -758.618              
