T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  60.140                  -493.939              
300     60.140                  -493.938              
400     61.778                  -493.765              
500     65.018                  -493.366              
600     68.792                  -492.814              
700     72.702                  -492.131              
800     76.584                  -491.309              
900     80.371                  -490.385              
1000    84.037                  -489.425              
1100    87.574                  -488.493              
1200    90.984                  -491.573              
1300    94.283                  -489.651              
1400    97.479                  -487.822              
1500    100.567                 -486.098              
1600    103.549                 -484.492              
1700    106.427                 -483.016              
1800    109.203                 -481.684              
1900    111.883                 -480.507              
2000    114.472                 -494.186              
2100    116.973                 494.108               
2200    119.392                 -494.041              
2300    121.733                 -493.986              
2400    124.000                 -493.942              
2500    126.197                 -493.909              
2600    128.328                 -493.886              
2700    130.397                 -493.874              
2800    132.407                 -493.872              
2900    134.360                 -493.880              
3000    136.261                 -493.898              
3100    138.110                 -493.925              
3200    139.912                 -493.962              
3300    141.668                 -494.006              
3400    143.380                 -494.060              
3500    145.050                 -494.121              
3600    146.681                 -494.190              
3700    148.274                 -903.365              
3800    149.831                 -902.214              
3900    151.353                 -901.125              
4000    152.842                 -900.098              
4100    154.299                 -899.129              
4200    155.726                 -898.218              
4300    157.123                 -897.362              
4400    158.492                 -896.559              
4500    159.835                 -895.809              
