T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  195.976                 60.668                
300     195.977                 60.641                
350     196.332                 59.860                
400     197.121                 59.001                
450     198.143                 58.069                
500     199.288                 57.073                
600     201.730                 54.923                
700     204.198                 52.613                
800     206.604                 50.193                
900     208.917                 47.695                
1000    211.127                 45.140                
1100    213.235                 42.544                
1200    215.246                 39.914                
1300    217.166                 37.258                
1400    219.000                 34.580                
1500    220.756                 31.882                
1600    222.438                 29.168                
1700    224.052                 26.439                
1800    225.603                 23.695                
1900    227.095                 20.939                
2000    228.533                 18.170                
2100    229.920                 15.389                
2200    231.259                 12.596                
2300    232.554                 9.793                 
2400    233.807                 6.978                 
2500    235.021                 4.153                 
2600    236.198                 1.317                 
2700    237.340                 -1.529                
2800    238.450                 -4.386                
2900    239.528                 -7.252                
3000    240.577                 -10.129               
3100    241.599                 -13.016               
3200    242.593                 -15.912               
3300    243.563                 -18.819               
3400    244.509                 -21.735               
3500    245.433                 -24.661               
3600    246.335                 -27.597               
3700    247.216                 -30.543               
3800    248.077                 -33.499               
3900    248.919                 -36.464               
4000    249.744                 -39.439               
4100    250.551                 -42.424               
4200    251.341                 -45.418               
4300    252.116                 -48.422               
4400    252.875                 -51.436               
4500    253.620                 -54.460               
4600    254.350                 -57.493               
4700    255.067                 -60.536               
4800    255.771                 -63.588               
4900    256.462                 -66.650               
5000    257.141                 -69.723               
5100    257.808                 -72.805               
5200    258.463                 -75.897               
5300    259.108                 -78.998               
5400    259.742                 -82.110               
5500    260.366                 -85.231               
5600    260.980                 -88.362               
5700    261.584                 -91.504               
5800    262.179                 -94.655               
5900    262.765                 -97.817               
6000    263.342                 -100.989              
