T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     63.224                  0.                    
200     44.005                  0.                    
298.15  41.717                  0.                    
300     41.717                  0.                    
400     42.725                  0.                    
500     44.660                  0.                    
600     46.868                  0.                    
700     49.239                  0.                    
800     52.788                  0.                    
900     55.985                  0.                    
1000    58.892                  0.                    
1100    61.557                  0.                    
1200    65.628                  0.                    
1300    75.255                  0.                    
1400    83.620                  0.                    
1500    90.970                  0.                    
1600    97.487                  0.                    
1700    103.315                 0.                    
1800    108.562                 0.                    
1900    113.318                 0.                    
2000    117.653                 0.                    
2100    121.625                 0.                    
2200    125.281                 0.                    
2300    128.660                 0.                    
2400    131.795                 0.                    
2500    134.714                 0.                    
2600    137.440                 0.                    
2700    139.994                 0.                    
2800    142.393                 0.                    
2900    144.653                 0.                    
3000    146.785                 0.                    
3100    148.803                 0.                    
3200    150.715                 0.                    
3300    152.531                 0.                    
3400    154.258                 0.                    
3500    155.905                 0.                    
3600    157.476                 0.                    
3700    158.979                 0.                    
3800    160.417                 0.                    
3900    161.795                 0.                    
4000    163.117                 0.                    
4100    164.388                 0.                    
4200    165.611                 0.                    
4300    166.788                 0.                    
4400    167.923                 0.                    
4500    169.018                 0.                    
4600    170.076                 0.                    
4700    171.098                 0.                    
4800    172.087                 0.                    
4900    173.045                 0.                    
5000    173.973                 0.                    
5100    174.873                 0.                    
5200    175.746                 0.                    
5300    176.595                 0.                    
5400    177.420                 0.                    
5500    178.222                 0.                    
5600    179.002                 0.                    
5700    179.762                 0.                    
5800    180.503                 0.                    
5900    181.225                 0.                    
6000    181.929                 0.                    
