T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  60.752                  -272.044              
300     60.753                  -272.025              
400     62.737                  -271.044              
500     66.541                  -270.164              
600     70.868                  -269.414              
700     75.270                  -268.814              
800     79.577                  -268.422              
900     83.724                  -268.374              
1000    87.691                  -268.969              
1100    91.477                  -270.385              
1200    95.089                  -271.184              
1300    98.537                  -270.265              
1400    101.833                 -269.361              
1500    104.989                 -268.484              
1600    108.014                 -267.642              
1700    110.919                 267.784               
1800    113.713                 -267.345              
1900    116.403                 -281.041              
2000    118.998                 -280.919              
