T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     225.158                 -1129.086             
200     148.470                 -1130.640             
298.15  138.797                 -1130.768             
300     138.799                 -1130.764             
400     143.317                 -1135.696             
500     152.332                 -1134.473             
600     163.106                 -1131.568             
700     174.702                 -1126.604             
800     186.580                 -1122.835             
900     197.996                 -1119.776             
1000    208.977                 -1115.597             
1100    219.591                 -1110.305             
1200    229.891                 1297.547              
1300    239.895                 -1289.016             
1400    249.602                 -1280.130             
1500    259.014                 -1271.004             
1600    268.136                 -1261.701             
1700    276.974                 -1252.242             
1800    285.539                 -1242.651             
1900    293.843                 -1232.955             
2000    301.895                 -1223.161             
