T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  50.053                  -905.489              
300     50.054                  -905.530              
400     51.416                  -906.752              
500     54.555                  -906.826              
600     58.536                  -906.394              
700     62.857                  -905.721              
800     67.264                  -904.932              
900     71.628                  -904.088              
1000    75.885                  -903.221              
1100    80.004                  -902.350              
1200    83.974                  -901.485              
1300    87.791                  -900.636              
1400    91.459                  -899.808              
1500    94.983                  -899.006              
1600    98.370                  -898.235              
1700    101.628                 -947.674              
1800    104.765                 -946.742              
1900    107.787                 -945.806              
2000    110.702                 -944.869              
2100    113.517                 -943.931              
2200    116.237                 -942.994              
2300    118.868                 -942.059              
2400    121.416                 -941.126              
2500    123.885                 -940.197              
2600    126.280                 -939.271              
2700    128.606                 -938.348              
2800    130.865                 -937.428              
2900    133.062                 -936.512              
3000    135.200                 -935.599              
