T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     146.771                 -643.073              
200     95.923                  -642.688              
298.15  89.629                  -641.616              
300     89.630                  -641.593              
400     92.493                  -640.237              
500     98.022                  -638.773              
600     104.326                 -637.269              
700     110.737                 -635.756              
800     117.001                 -634.254              
900     123.022                 -632.773              
1000    128.773                 639.916               
1100    134.252                 -638.519              
1200    139.474                 -637.007              
1300    144.455                 -635.383              
1400    149.213                 -761.057              
1500    153.766                 -757.861              
1600    158.131                 -754.559              
1700    162.321                 -751.153              
1800    166.352                 -747.647              
1900    170.235                 -744.043              
2000    173.981                 -740.346              
