T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     278.997                 -984.220              
200     192.067                 -982.903              
298.15  181.418                 -980.520              
300     181.421                 -980.471              
400     186.201                 -977.676              
500     195.387                 -974.729              
600     205.825                 -971.690              
700     216.415                 -968.586              
800     226.741                 -965.428              
900     236.652                 -962.235              
1000    246.101                 -959.019              
