T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     454.495                 -658.046              
200     390.868                 -658.750              
250     384.785                 -659.184              
298.15  383.445                 -659.817              
300     383.446                 -659.848              
350     384.442                 -664.864              
400     386.658                 -665.676              
450     389.527                 -666.474              
500     392.741                 -667.266              
600     399.567                 -668.843              
700     406.423                 -670.427              
800     413.049                 -672.023              
900     419.357                 -673.637              
1000    425.328                 -809.528              
1100    430.969                 -809.133              
1200    436.299                 -808.749              
1300    441.343                 -808.375              
1400    446.123                 -808.011              
1500    450.661                 -807.659              
1600    454.979                 -807.323              
1700    459.094                 -807.006              
1800    463.024                 -806.713              
1900    466.783                 -806.452              
2000    470.385                 -806.230              
2100    473.842                 -806.058              
2200    477.165                 -805.946              
2300    480.363                 -805.906              
2400    483.445                 -805.949              
2500    486.419                 -806.089              
2600    489.293                 -806.339              
2700    492.072                 -806.713              
2800    494.762                 -807.223              
2900    497.369                 -807.883              
3000    499.898                 -808.708              
3100    502.353                 -809.709              
3200    504.739                 -810.901              
3300    507.059                 -812.213              
3400    509.316                 -813.787              
3500    511.515                 -815.575              
3600    513.657                 -817.588              
3700    515.745                 -819.807              
3800    517.783                 -822.259              
3900    519.773                 -824.924              
4000    521.716                 -827.868              
4100    523.616                 -831.059              
4200    525.473                 -834.497              
4300    527.290                 -838.185              
4400    529.068                 -841.534              
4500    530.809                 -844.494              
4600    532.514                 -848.564              
4700    534.186                 -852.825              
4800    535.824                 -857.269              
4900    537.432                 -861.887              
5000    539.008                 -866.667              
5100    540.556                 -871.600              
5200    542.075                 -875.608              
5300    543.568                 -880.674              
5400    545.034                 -885.289              
5500    546.474                 -890.178              
5600    547.890                 -895.424              
5700    549.283                 -900.731              
5800    550.653                 -906.089              
5900    552.000                 -911.485              
6000    553.326                 -916.906              
