T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     500.874                 -105.538              
200     425.478                 -107.849              
250     418.092                 -109.144              
298.15  416.449                 -110.458              
300     416.451                 -110.510              
350     417.683                 -112.090              
400     420.441                 -145.677              
450     424.028                 -149.664              
500     428.060                 -233.903              
600     436.665                 -233.227              
700     445.346                 -232.582              
800     453.765                 -231.977              
900     461.801                 -231.417              
1000    469.423                 -230.909              
1100    476.636                 -230.457              
1200    483.462                 -230.071              
1300    489.928                 -229.765              
1400    496.062                 -229.555              
1500    501.892                 -229.462              
1600    507.442                 -229.506              
1700    512.736                 -279.883              
1800    517.794                 -280.021              
1900    522.635                 -280.295              
2000    527.276                 -280.707              
2100    531.732                 -281.253              
2200    536.017                 -281.922              
2300    540.142                 -282.699              
2400    544.119                 -283.564              
2500    547.958                 -284.496              
2600    551.668                 -285.471              
2700    555.257                 -286.467              
2800    558.732                 -287.460              
2900    562.101                 -288.430              
3000    565.369                 -289.356              
3100    568.543                 -290.222              
3200    571.627                 -291.014              
3300    574.627                 -291.719              
3400    577.546                 -292.326              
3500    580.389                 -292.829              
3600    583.161                 -677.373              
3700    585.863                 -677.236              
3800    588.500                 -676.983              
3900    591.075                 -676.612              
4000    593.590                 -676.124              
4100    596.048                 -675.518              
4200    598.452                 -674.795              
4300    600.805                 -673.958              
4400    603.107                 -673.008              
4500    605.361                 -671.948              
4600    607.570                 -670.781              
4700    609.735                 -669.510              
4800    611.857                 -668.139              
4900    613.939                 -666.670              
5000    615.982                 -665.108              
5100    617.987                 -663.456              
5200    619.955                 -661.718              
5300    621.888                 -659.896              
5400    623.788                 -657.994              
5500    625.655                 -656.016              
5600    627.490                 -653.964              
5700    629.295                 -651.843              
5800    631.070                 -649.654              
5900    632.817                 -647.402              
6000    634.536                 -645.088              
