T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     72.496                  -908.406              
200     45.187                  -910.036              
298.15  41.463                  -910.857              
300     41.464                  -910.866              
400     43.333                  -911.024              
500     47.127                  -910.692              
600     51.648                  -910.017              
700     56.414                  -909.062              
800     61.220                  -907.794              
900     66.017                  -905.918              
1000    70.662                  -905.145              
1100    75.090                  -904.365              
1200    79.311                  -903.567              
1300    83.338                  -902.744              
1400    87.185                  -901.893              
1500    90.867                  -901.011              
1600    94.397                  -900.097              
1700    97.798                  -941.610              
1800    101.328                 -939.468              
1900    104.737                 -937.350              
2000    108.031                 -935.255              
2100    111.215                 -933.183              
2200    114.296                 -931.133              
2300    117.278                 -929.106              
2400    120.168                 -927.102              
2500    122.969                 -925.119              
2600    125.687                 -923.158              
2700    128.325                 -921.217              
2800    130.889                 -919.297              
2900    133.381                 -917.397              
3000    135.806                 -915.517              
3100    138.167                 -913.655              
3200    140.466                 -911.811              
3300    142.708                 -909.985              
3400    144.894                 -908.175              
3500    147.027                 -906.381              
3600    149.110                 -1288.754             
3700    151.145                 -1286.577             
3800    153.133                 -1284.416             
3900    155.078                 -1282.269             
4000    156.980                 -1280.137             
4100    158.842                 -1278.019             
4200    160.665                 -1275.914             
4300    162.450                 -1273.822             
4400    164.200                 -1271.742             
4500    165.916                 -1269.674             
