T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  36.136                  17.288                
300     36.137                  17.288                
350     36.443                  17.288                
400     37.132                  17.288                
450     38.033                  17.288                
500     39.050                  17.288                
600     41.232                  17.288                
700     43.447                  17.288                
800     45.611                  17.288                
900     47.693                  17.288                
1000    49.685                  17.288                
1100    51.589                  17.288                
1200    53.410                  17.288                
1300    55.155                  17.288                
1400    56.831                  17.288                
1500    58.451                  17.871                
1600    60.054                  18.959                
1700    61.639                  19.935                
1800    63.199                  20.795                
1900    64.729                  21.529                
2000    66.229                  22.128                
2100    67.695                  22.582                
2200    69.129                  0.                    
2300    70.529                  0.                    
2400    71.896                  0.                    
2500    73.231                  0.                    
2600    74.534                  0.                    
2700    75.806                  0.                    
2800    77.049                  0.                    
2900    78.263                  0.                    
3000    79.449                  0.                    
3100    80.608                  0.                    
3200    81.742                  0.                    
3300    82.850                  0.                    
3400    83.935                  0.                    
3500    84.996                  0.                    
3600    86.035                  0.                    
3700    87.053                  446.807               
3800    88.050                  -445.120              
3900    89.027                  -443.485              
4000    89.984                  -441.901              
4100    90.923                  -440.370              
4200    91.845                  -438.894              
4300    92.749                  -437.472              
4400    93.636                  -436.105              
4500    94.507                  -434.795              
