T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  125.507                 -84.398               
300     125.508                 -84.366               
400     128.205                 -85.598               
500     133.293                 -84.626               
600     138.993                 -83.832               
700     144.830                 -82.128               
800     150.633                 -80.563               
900     156.254                 79.124                
1000    161.635                 -77.805               
1100    166.762                 -76.606               
1200    171.637                 -172.292              
1300    176.273                 -170.417              
1400    180.683                 -168.603              
1500    184.885                 -166.841              
1600    188.892                 -165.124              
1700    192.721                 -163.448              
1800    196.384                 -161.809              
1900    199.894                 -160.203              
2000    203.263                 -158.627              
2100    206.500                 -157.079              
2200    209.615                 -155.559              
2300    212.616                 -154.064              
2400    215.511                 -152.593              
2500    218.307                 -151.148              
2600    221.010                 -149.726              
2700    223.626                 -148.329              
2800    226.161                 -146.956              
2900    228.619                 -145.608              
3000    231.004                 -144.287              
