T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     278.165                 -261.981              
200     201.673                 -261.310              
298.15  192.535                 -264.927              
300     192.537                 -264.904              
400     196.589                 -263.497              
500     204.367                 -261.751              
600     213.217                 -259.735              
700     222.217                 -375.019              
800     231.019                 -371.305              
900     239.491                 -367.399              
1000    247.591                 -363.317              
1100    255.316                 -359.072              
1200    262.682                 -354.680              
1300    269.709                 -350.158              
1400    276.421                 -345.521              
1500    282.839                 -340.788              
