T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     153.089                 -2018.733             
200     92.291                  -2022.535             
298.15  84.026                  -2023.951             
300     84.028                  -2023.961             
400     88.114                  -2023.861             
500     96.311                  -2022.823             
600     105.980                 -2021.207             
700     116.073                 -2019.294             
800     126.127                 -2017.241             
900     135.931                 -2015.160             
1000    145.390                 -2013.119             
1100    154.470                 -2011.159             
1200    163.164                 -2013.031             
1300    171.481                 -2010.811             
1400    179.436                 -2008.702             
1500    187.047                 -2006.718             
1600    194.335                 -2004.883             
1700    201.319                 -2053.390             
1800    208.020                 -2051.665             
1900    214.456                 -2050.081             
2000    220.645                 -2048.650             
2100    226.603                 -2047.382             
2200    232.346                 -2067.609             
2300    237.887                 -2067.111             
2400    243.240                 -2066.658             
2500    248.415                 -2066.249             
2600    253.424                 -2065.883             
2700    258.277                 -2065.559             
2800    262.982                 -2065.275             
2900    267.549                 -2065.032             
3000    271.984                 -2064.827             
