T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     178.603                 -2579.942             
200     106.303                 -2585.993             
298.15  96.179                  -2589.101             
300     96.182                  -2589.137             
400     101.322                 -2590.110             
500     111.773                 -2589.718             
600     124.183                 -2588.627             
700     137.172                 -2587.254             
800     150.130                 -2585.824             
900     162.782                 -2584.452             
1000    175.012                 -2604.393             
1100    186.780                 -2602.637             
1200    198.082                 -2600.661             
1300    208.933                 -2598.455             
1400    219.357                 -2596.027             
1500    229.381                 -2593.386             
1600    239.030                 -2590.535             
1700    248.331                 -2637.654             
1800    257.308                 -2634.161             
1900    265.983                 -2630.424             
2000    274.378                 -2626.444             
2100    282.512                 -2622.224             
2200    290.403                 -2617.765             
2300    298.066                 -2613.068             
2400    305.516                 -2608.133             
2500    312.766                 -2602.959             
2600    319.829                 -2597.547             
2700    326.716                 -2591.897             
2800    333.438                 -3173.809             
2900    340.003                 -3165.489             
3000    346.420                 -3156.929             
