T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     210.980                 38.471                
200     186.471                 38.832                
250     184.204                 38.930                
298.15  183.708                 38.987                
300     183.709                 38.988                
350     184.073                 39.019                
400     184.880                 39.029                
450     185.921                 39.020                
500     187.082                 38.995                
600     189.542                 38.902                
700     192.005                 38.764                
800     194.384                 38.598                
900     196.651                 38.416                
1000    198.801                 38.230                
1100    200.840                 38.046                
1200    202.775                 37.867                
1300    204.615                 37.697                
1400    206.368                 37.535                
1500    208.043                 37.381                
1600    209.645                 37.234                
1700    211.182                 37.093                
1800    212.657                 36.955                
1900    214.078                 36.819                
2000    215.446                 36.685                
2100    216.767                 36.551                
2200    218.043                 36.416                
2300    219.278                 36.278                
2400    220.474                 36.137                
2500    221.635                 35.992                
2600    222.761                 35.843                
2700    223.855                 35.689                
2800    224.918                 35.530                
2900    225.954                 35.365                
3000    226.962                 35.194                
3100    227.945                 35.017                
3200    228.904                 34.834                
3300    229.839                 34.644                
3400    230.753                 34.448                
3500    231.645                 34.246                
3600    232.518                 34.037                
3700    233.372                 33.821                
3800    234.208                 33.599                
3900    235.026                 33.371                
4000    235.827                 33.136                
4100    236.613                 32.894                
4200    237.383                 32.646                
4300    238.138                 32.391                
4400    238.879                 32.130                
4500    239.607                 31.862                
4600    240.322                 31.587                
4700    241.023                 31.305                
4800    241.713                 31.017                
4900    242.391                 30.722                
5000    243.057                 30.420                
5100    243.713                 30.111                
5200    244.358                 29.796                
5300    244.993                 29.473                
5400    245.617                 29.144                
5500    246.233                 28.807                
5600    246.839                 28.464                
5700    247.436                 28.113                
5800    248.024                 27.756                
5900    248.604                 27.391                
6000    249.175                 27.019                
