T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  150.129                 -1869.415             
300     150.133                 -1869.298             
400     156.688                 -1865.865             
500     169.066                 -1860.724             
600     182.926                 -1855.979             
700     196.824                 -1851.522             
800     210.242                 -1847.289             
900     223.005                 1843.250              
1000    235.077                 -1839.393             
1100    246.475                 -1914.670             
1200    257.241                 -1910.118             
1300    267.424                 -1905.665             
1400    277.071                 -1901.303             
1500    286.228                 -1897.026             
