T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     151.616                 -327.397              
200     111.148                 -327.612              
298.15  106.387                 -327.900              
300     106.388                 -327.907              
400     108.472                 -338.870              
500     112.446                 -360.614              
600     116.953                 -359.903              
700     121.543                 -358.933              
800     126.055                 -357.681              
900     130.437                 -356.140              
1000    134.674                 354.308               
1100    138.769                 -431.198              
1200    142.723                 -427.954              
1300    146.537                 -424.595              
1400    150.214                 -421.182              
1500    153.756                 -417.748              
1600    157.168                 -414.313              
1700    160.454                 -410.894              
1800    163.622                 -407.503              
1900    166.676                 -404.146              
2000    169.623                 -400.829              
