T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  140.666                 -248.948              
300     140.668                 -248.986              
400     143.843                 -277.955              
500     149.912                 -276.138              
600     156.799                 -274.360              
700     163.843                 -272.199              
800     170.763                 -270.537              
900     177.417                 -269.078              
1000    183.783                 268.125               
1100    189.864                 -267.854              
1200    195.675                 -266.817              
1300    201.235                 -263.919              
1400    206.565                 -260.891              
1500    211.684                 -257.733              
