T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     247.007                 -1382.711             
200     160.624                 -1386.221             
298.15  149.595                 -1387.816             
300     149.597                 -1387.834             
400     154.845                 -1395.911             
500     165.328                 -1396.687             
600     180.817                 -1384.599             
700     196.494                 -1382.545             
800     211.494                 -1379.835             
900     225.767                 -1429.621             
1000    239.342                 -1424.467             
1100    252.272                 -1418.821             
1200    265.344                 -1583.018             
1300    278.586                 -1576.541             
1400    291.021                 -1570.140             
1500    302.736                 -1563.809             
1600    313.809                 -1557.546             
1700    324.303                 -1551.347             
1800    334.276                 -1545.210             
1900    343.776                 -1539.134             
2000    352.844                 -1533.117             
2100    361.518                 -1527.159             
2200    369.831                 -1521.259             
2300    377.809                 -1515.418             
2400    385.480                 -1509.635             
2500    392.866                 -1503.912             
2600    399.987                 -1498.246             
2700    406.861                 -1492.640             
2800    413.505                 -1487.093             
2900    419.934                 -1481.607             
3000    426.160                 -1476.185             
