T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  147.861                 -662.989              
300     147.862                 -663.038              
400     150.847                 -692.486              
500     156.567                 -691.067              
600     163.043                 -689.732              
700     169.594                 -688.503              
800     176.234                 -685.153              
900     182.971                 -681.146              
1000    189.619                 -677.444              
1100    196.087                 -674.053              
1200    202.333                 -678.708              
1300    208.344                 -674.712              
1400    214.117                 -670.724              
1500    219.659                 -666.746              
1600    224.979                 -662.779              
1700    230.089                 -658.823              
1800    235.001                 -803.554              
1900    239.726                 -798.212              
2000    244.276                 -792.893              
2100    248.662                 -787.600              
2200    252.893                 -782.338              
2300    256.980                 -777.112              
2400    260.931                 -771.927              
2500    264.755                 -766.790              
