T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  351.147                 -528.858              
300     351.149                 -528.975              
400     355.328                 -535.150              
500     363.596                 -540.932              
600     373.250                 -546.360              
700     383.275                 -551.487              
800     393.245                 -556.369              
900     402.974                 -561.055              
1000    412.384                 -565.597              
1100    421.447                 -570.038              
1200    430.160                 -574.422              
1300    438.532                 -578.783              
1400    446.577                 -583.150              
1500    454.313                 -587.547              
