T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     210.957                 -536.213              
200     152.260                 -536.530              
298.15  145.287                 -536.807              
300     145.288                 -536.813              
400     148.340                 -553.267              
500     154.168                 -596.213              
600     160.775                 -594.694              
700     167.481                 -593.188              
800     174.035                 -592.553              
900     180.344                 -591.064              
1000    186.383                 -589.684              
1100    192.152                 588.422               
1200    197.664                 -595.016              
1300    202.938                 -592.776              
1400    207.992                 -590.370              
1500    212.843                 -587.808              
