T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     162.808                 -2584.209             
200     93.769                  -2590.980             
298.15  83.815                  -2594.331             
300     83.817                  -2594.368             
400     88.949                  -2595.336             
500     99.433                  -2594.783             
600     111.939                 -2593.412             
700     125.072                 -2591.701             
800     138.199                 -2589.930             
900     151.027                 -2588.254             
1000    163.431                 -2607.920             
1100    175.366                 -2605.899             
1200    186.826                 -2603.669             
1300    197.827                 -2601.253             
1400    208.389                 -2598.670             
1500    218.538                 -2595.932             
1600    228.300                 -2593.037             
1700    237.701                 -2640.158             
1800    246.766                 -2636.716             
1900    255.519                 -2633.077             
2000    263.980                 -2629.241             
2100    272.170                 -2625.212             
2200    280.107                 -2620.994             
2300    287.806                 -2616.585             
2400    295.284                 -2611.987             
2500    302.554                 -2607.200             
2600    309.630                 -2602.224             
2700    316.521                 -2597.058             
2800    323.240                 -3179.505             
2900    329.796                 -3171.768             
3000    336.198                 -3163.841             
