T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     394.722                 -647.206              
200     335.219                 -651.289              
250     329.318                 -653.087              
298.15  327.996                 -654.796              
300     327.997                 -654.862              
350     329.003                 -661.407              
400     331.277                 -663.204              
450     334.273                 -664.824              
500     337.684                 -666.286              
600     345.099                 -668.816              
700     352.750                 -670.938              
800     360.322                 -672.774              
900     367.681                 -674.422              
1000    374.773                 -675.967              
1100    381.581                 -835.387              
1200    388.110                 -834.813              
1300    394.368                 -834.143              
1400    400.371                 -833.393              
1500    406.133                 -832.578              
1600    411.671                 -831.711              
1700    416.999                 -830.802              
1800    422.131                 -829.865              
1900    427.080                 -828.908              
2000    431.857                 -827.942              
2100    436.474                 -826.976              
2200    440.940                 -826.019              
2300    445.265                 -825.080              
2400    449.457                 -824.168              
2500    453.523                 -823.291              
2600    457.472                 -822.456              
2700    461.308                 -821.673              
2800    465.040                 -820.948              
2900    468.671                 -820.290              
3000    472.207                 -819.707              
3100    475.653                 -819.208              
3200    479.013                 -818.800              
3300    482.291                 -818.474              
3400    485.491                 -818.266              
3500    488.618                 -818.170              
3600    491.673                 -818.200              
3700    494.660                 -818.365              
3800    497.583                 -818.672              
3900    500.443                 -819.132              
4000    503.244                 -819.740              
4100    505.987                 -820.522              
4200    508.676                 -821.492              
4300    511.311                 -822.653              
4400    513.896                 -823.460              
4500    516.432                 -824.895              
4600    518.921                 -826.524              
4700    521.365                 -828.312              
4800    523.764                 -830.086              
4900    526.122                 -832.272              
5000    528.439                 -834.665              
5100    530.716                 -837.267              
5200    532.955                 -840.080              
5300    535.157                 -843.106              
5400    537.324                 -846.343              
5500    539.456                 -849.793              
5600    541.555                 -853.452              
5700    543.621                 -856.629              
5800    545.656                 -860.614              
5900    547.660                 -864.792              
6000    549.635                 -869.158              
