T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     48.695                  0.                    
200     31.133                  0.                    
298.15  28.936                  0.                    
300     28.936                  0.                    
400     29.932                  0.                    
500     31.850                  0.                    
600     34.032                  0.                    
700     36.247                  0.                    
800     38.411                  0.                    
900     40.493                  0.                    
1000    42.485                  0.                    
1100    44.389                  0.                    
1200    46.210                  0.                    
1300    47.955                  0.                    
1400    49.630                  0.                    
1500    51.244                  0.                    
1600    52.800                  0.                    
1700    54.306                  0.                    
1800    55.765                  0.                    
1900    57.182                  0.                    
2000    58.562                  0.                    
2100    59.908                  0.                    
2200    61.271                  0.                    
2300    63.012                  0.                    
2400    64.693                  0.                    
2500    66.316                  0.                    
2600    67.885                  0.                    
2700    69.403                  0.                    
2800    70.875                  0.                    
2900    72.302                  0.                    
3000    73.687                  0.                    
3100    75.032                  0.                    
3200    76.339                  0.                    
3300    77.612                  0.                    
3400    78.850                  0.                    
3500    80.057                  0.                    
3600    81.233                  0.                    
3700    82.705                  0.                    
3800    86.997                  0.                    
3900    91.088                  0.                    
4000    94.995                  0.                    
4100    98.729                  0.                    
4200    102.304                 0.                    
4300    105.730                 0.                    
4400    109.017                 0.                    
4500    112.175                 0.                    
4600    115.211                 0.                    
4700    118.135                 0.                    
4800    120.951                 0.                    
4900    123.668                 0.                    
5000    126.290                 0.                    
5100    128.824                 0.                    
5200    131.274                 0.                    
5300    133.646                 0.                    
5400    135.943                 0.                    
5500    138.169                 0.                    
5600    140.329                 0.                    
5700    142.425                 0.                    
5800    144.461                 0.                    
5900    146.440                 0.                    
6000    148.365                 0.                    
