T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     138.926                 -706.646              
200     92.902                  -706.712              
298.15  86.985                  -705.841              
300     86.987                  -705.819              
400     89.709                  -704.651              
500     94.968                  -703.521              
600     100.983                 -702.473              
700     107.122                 -701.547              
800     113.138                 -700.813              
900     118.934                 -700.414              
1000    124.476                 -700.676              
1100    129.758                 -701.795              
1200    134.787                 -702.335              
1300    139.576                 -701.212              
1400    144.872                 -647.891              
1500    151.750                 -645.480              
1600    158.178                 -643.170              
1700    164.211                 -641.911              
1800    169.896                 -640.135              
1900    175.270                 -652.553              
2000    180.365                 -651.204              
2100    185.209                 -649.861              
2200    189.826                 -648.521              
2300    194.236                 -647.179              
2400    198.456                 -645.832              
2500    202.503                 -644.477              
2600    206.390                 -643.109              
2700    210.129                 -641.725              
2800    213.731                 -640.323              
2900    217.205                 -638.899              
3000    220.561                 -637.450              
