T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     313.300                 -6.346                
200     280.895                 -7.324                
250     277.706                 -7.849                
298.15  276.990                 -8.314                
300     276.991                 -8.331                
350     277.537                 -8.759                
400     278.774                 -9.141                
450     280.402                 -9.490                
500     282.254                 -9.815                
600     286.267                 -10.435               
700     290.385                 -11.051               
800     294.435                 -11.688               
900     298.346                 -12.360               
1000    302.090                 -13.077               
1100    305.662                 -13.847               
1200    309.064                 -14.678               
1300    312.306                 -15.579               
1400    315.397                 -16.557               
1500    318.347                 -17.621               
1600    321.166                 -18.778               
1700    323.864                 -20.035               
1800    326.450                 -21.400               
1900    328.932                 -22.880               
2000    331.317                 -24.485               
2100    333.613                 -26.222               
2200    335.825                 -28.100               
2300    337.959                 -30.127               
2400    340.021                 -32.313               
2500    342.014                 -34.666               
2600    343.944                 -37.208               
2700    345.815                 -39.978               
2800    347.629                 -43.035               
2900    349.391                 -82.343               
3000    351.103                 -84.176               
3100    352.768                 -86.009               
3200    354.389                 -87.838               
3300    355.968                 -89.664               
3400    357.508                 -91.484               
3500    359.010                 -93.297               
3600    360.476                 -95.103               
3700    361.909                 -96.900               
3800    363.310                 -98.687               
3900    364.679                 -100.464              
4000    366.020                 -102.231              
4100    367.333                 -103.987              
4200    368.619                 -105.731              
4300    369.879                 -107.465              
4400    371.115                 -109.187              
4500    372.328                 -110.898              
4600    373.518                 -112.599              
4700    374.687                 -114.290              
4800    375.835                 -115.971              
4900    376.963                 -117.644              
5000    378.071                 -710.695              
5100    379.162                 -714.033              
5200    380.234                 -717.513              
5300    381.289                 -721.131              
5400    382.328                 -724.890              
5500    383.350                 -728.787              
5600    384.357                 -732.823              
5700    385.349                 -736.994              
5800    386.327                 -741.301              
5900    387.290                 -745.740              
6000    388.240                 -750.314              
