T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
298.15  92.537                  -674.549              
300     92.539                  -674.472              
400     96.395                  -670.486              
500     103.678                 -666.872              
600     111.833                 -663.599              
700     120.010                 -660.644              
800     127.904                 -658.036              
900     135.413                 -655.886              
1000    142.516                 -654.491              
1100    149.222                 -654.021              
1200    155.556                 -653.025              
1300    161.547                 -650.405              
1400    167.223                 647.891               
1500    172.611                 -645.480              
1600    177.735                 -643.170              
1700    182.618                 -641.911              
1800    187.280                 -640.135              
1900    191.739                 -652.553              
2000    196.011                 -651.204              
2100    200.110                 -649.861              
2200    204.050                 -648.521              
2300    207.841                 -647.179              
2400    211.495                 -645.832              
2500    215.020                 -644.477              
2600    218.425                 -643.109              
2700    221.718                 -641.725              
2800    224.906                 -640.323              
2900    227.996                 -638.899              
3000    230.992                 -637.450              
