T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     101.811                 0.                    
200     79.458                  0.                    
250     77.272                  0.                    
298.15  76.778                  0.                    
300     76.779                  0.                    
350     77.917                  0.                    
400     79.566                  0.                    
450     81.291                  0.                    
500     83.020                  0.                    
600     86.371                  0.                    
700     89.503                  0.                    
800     92.402                  0.                    
900     95.084                  0.                    
1000    97.573                  71.481                
1100    99.893                  -70.419               
1200    102.067                 -69.297               
1300    104.114                 -68.100               
1400    106.052                 -66.809               
1500    107.894                 -65.408               
1600    109.653                 -63.881               
