T (K)   -[G-H(Tr)]/T (J/K/mol)  delta-f H (kJ/mol)    
100     99.375                  -165.012              
200     59.227                  -166.454              
298.15  53.865                  -167.360              
300     53.866                  -167.375              
400     56.411                  -172.579              
500     61.407                  -176.187              
600     67.163                  -179.092              
700     73.058                  -181.539              
800     78.857                  -183.764              
900     84.466                  -292.337              
1000    89.851                  -292.623              
1100    95.010                  -293.630              
1200    99.952                  -293.910              
1300    104.692                 -292.370              
1400    109.243                 -290.740              
